Prediction,Option0,Option1,Option2,Option3,Option4
0,9.876653671264648,2.5670599937438965,9.053634643554688,0.32615524530410767,2.600433111190796
4,-1.110985517501831,1.4170256853103638,7.509895324707031,5.540676116943359,13.730147361755371
4,11.907866477966309,12.38964557647705,5.863713264465332,-0.6998509764671326,14.703983306884766
4,12.177886962890625,12.363322257995605,7.0440216064453125,9.109755516052246,16.205352783203125
2,15.95964527130127,9.728300094604492,20.97861671447754,5.882265090942383,11.378387451171875
3,12.145746231079102,12.353799819946289,12.551713943481445,13.653033256530762,4.432530403137207
2,8.331185340881348,7.859116077423096,12.184325218200684,11.372808456420898,-1.8987574577331543
0,12.950257301330566,1.8143187761306763,4.036445140838623,-1.1936144828796387,-0.2786213159561157
3,6.420368194580078,10.259462356567383,7.7009687423706055,11.097930908203125,1.6096373796463013
3,4.990325450897217,3.117821455001831,-0.8533655405044556,11.249014854431152,4.465518951416016
4,5.830440998077393,-1.5886859893798828,8.788158416748047,13.372584342956543,14.693390846252441
0,15.507170677185059,4.823133945465088,6.878058433532715,3.3518707752227783,7.545886516571045
1,7.403579235076904,19.756561279296875,1.3733253479003906,7.340493679046631,6.864928245544434
4,-2.0307247638702393,4.432302951812744,9.34846305847168,6.460551738739014,21.439748764038086
3,0.6101312637329102,9.250767707824707,6.2785420417785645,11.468684196472168,7.142308235168457
3,4.226894378662109,7.751217365264893,5.607750415802002,11.592662811279297,6.6194000244140625
4,4.0253472328186035,8.089385032653809,8.538147926330566,7.326619625091553,17.481504440307617
4,1.8706982135772705,6.240902423858643,2.5891287326812744,4.927062034606934,8.472945213317871
3,4.85146427154541,6.386406421661377,3.3445215225219727,7.654964923858643,1.9147510528564453
2,6.6154961585998535,2.9531142711639404,11.48127555847168,7.049229145050049,7.542065620422363
1,-0.5866852402687073,20.085084915161133,1.561659336090088,-0.007177916821092367,12.42713451385498
4,4.3582682609558105,7.5700154304504395,12.715799331665039,5.477121353149414,13.44082260131836
4,1.7940055131912231,1.3002926111221313,6.841507911682129,5.283210754394531,8.957610130310059
1,4.5738525390625,18.059816360473633,11.038812637329102,4.933925151824951,0.4086502194404602
1,10.32828140258789,11.052268981933594,2.337959051132202,9.118717193603516,2.7822251319885254
0,17.985692977905273,10.04927921295166,14.777493476867676,5.073741436004639,10.974106788635254
2,-3.559497356414795,8.461639404296875,19.613147735595703,5.8149237632751465,6.90514612197876
3,5.5630693435668945,6.496606349945068,11.434525489807129,11.515564918518066,3.422981023788452
2,2.4806900024414062,8.80064868927002,13.504640579223633,12.759904861450195,9.298568725585938
3,9.589162826538086,9.106693267822266,7.77523136138916,16.881511688232422,5.497880935668945
3,2.9912655353546143,2.4707229137420654,0.8311179876327515,9.32882308959961,3.272230625152588
2,4.045738697052002,6.656847953796387,18.840900421142578,9.094025611877441,5.519523620605469
1,1.240943193435669,16.143781661987305,-0.3662768304347992,4.039306163787842,1.8084361553192139
3,4.943736553192139,4.876345634460449,4.085537910461426,11.944252967834473,6.401241779327393
2,9.210813522338867,1.9724677801132202,15.82034683227539,12.856005668640137,-1.823030710220337
1,2.313309669494629,21.007036209106445,5.280706882476807,2.8501789569854736,2.091118574142456
1,1.6873893737792969,13.348893165588379,1.494472861289978,4.566013336181641,0.4627211093902588
0,14.451775550842285,6.011411190032959,4.655303478240967,4.482698440551758,2.226806402206421
2,16.298791885375977,11.972801208496094,18.36690330505371,7.251173496246338,13.999120712280273
4,2.769526958465576,10.057828903198242,-0.913291335105896,11.425655364990234,15.161187171936035
2,5.202638626098633,-1.4022830724716187,17.76264190673828,-0.5649796724319458,3.0941669940948486
0,21.833574295043945,7.798666477203369,2.074491024017334,7.735677242279053,8.877168655395508
0,13.66075611114502,12.246153831481934,4.501981735229492,8.530854225158691,-5.706869602203369
2,0.1443806290626526,10.896502494812012,21.90533447265625,7.845754623413086,5.40022611618042
1,0.033748745918273926,11.46164608001709,2.7715373039245605,-0.3168582320213318,10.80109977722168
4,8.546218872070312,1.9361040592193604,6.795992374420166,-3.347926378250122,10.910497665405273
1,5.410184383392334,19.81534194946289,19.500389099121094,9.75810718536377,17.42143440246582
1,3.5821688175201416,15.66782283782959,4.938815593719482,2.6067469120025635,4.398876667022705
3,-2.5058443546295166,4.697018146514893,1.2116221189498901,13.582062721252441,-0.051496803760528564
4,11.508499145507812,8.665395736694336,9.42760181427002,4.095275402069092,16.67672348022461
2,11.901893615722656,17.310081481933594,19.68567657470703,10.096631050109863,12.503039360046387
1,11.086506843566895,17.555757522583008,13.20044994354248,7.633884429931641,3.934051752090454
3,10.858527183532715,5.226413249969482,13.676796913146973,16.298236846923828,-0.15913379192352295
1,2.479093074798584,13.597223281860352,0.671595573425293,3.7668046951293945,10.821362495422363
1,7.6573591232299805,12.442767143249512,10.213207244873047,1.9758682250976562,5.294479846954346
3,13.92020034790039,15.919785499572754,9.236468315124512,17.208290100097656,12.17619514465332
1,4.205453395843506,18.464523315429688,-0.8417260050773621,-1.7290475368499756,9.975086212158203
1,4.961019515991211,17.373228073120117,2.249199867248535,8.205183982849121,2.8348779678344727
1,5.501950263977051,19.14838409423828,12.445429801940918,4.156135559082031,6.443859100341797
0,19.118406295776367,6.945939540863037,6.551374435424805,15.035387992858887,16.2469539642334
3,2.350269317626953,3.233213424682617,9.794341087341309,18.258012771606445,7.616939544677734
4,15.593205451965332,8.764259338378906,9.675137519836426,3.7565925121307373,16.25650405883789
1,8.24845027923584,13.420451164245605,4.030187129974365,7.59358549118042,5.271860599517822
1,6.2970380783081055,12.810585975646973,5.76863431930542,10.399519920349121,7.320016860961914
1,4.147699356079102,12.431586265563965,8.643362998962402,8.646406173706055,7.845439434051514
2,-0.016808398067951202,16.633792877197266,22.45919418334961,2.8350636959075928,13.470488548278809
1,3.3989267349243164,23.149169921875,6.098549842834473,2.751478910446167,6.40090799331665
2,-0.42120376229286194,5.704694747924805,9.283794403076172,7.884273052215576,7.139742374420166
2,-3.5564043521881104,4.562851428985596,24.0528564453125,1.2490290403366089,4.803882598876953
1,14.293988227844238,14.994935989379883,6.5418477058410645,12.299843788146973,2.9924561977386475
2,7.743064880371094,-0.7023147940635681,10.735469818115234,3.3558151721954346,4.169414043426514
1,12.068297386169434,18.06332015991211,2.6120378971099854,10.017107009887695,11.237844467163086
0,16.19322967529297,1.4433337450027466,5.924208164215088,6.152623653411865,2.5210700035095215
1,7.10528564453125,8.799129486083984,-0.05525779724121094,3.738117218017578,-1.0761486291885376
2,5.402003765106201,9.75988483428955,14.41645336151123,11.580204963684082,10.474146842956543
0,19.2987117767334,3.5305304527282715,1.5514137744903564,-0.4814523756504059,7.968667030334473
1,3.8990681171417236,7.117745876312256,4.92527437210083,5.990536212921143,6.6240410804748535
4,9.991975784301758,14.181961059570312,2.646841049194336,9.607475280761719,16.625553131103516
3,-0.9341927170753479,8.63223934173584,10.439062118530273,11.927659034729004,3.40034556388855
0,14.250635147094727,11.678154945373535,1.07320237159729,4.0525946617126465,7.963354110717773
3,13.005953788757324,6.5136942863464355,6.242395401000977,17.302268981933594,0.16113731265068054
0,8.550630569458008,4.939180850982666,0.9488469958305359,2.4998817443847656,3.4225387573242188
4,10.537551879882812,2.8868532180786133,8.094501495361328,11.134316444396973,14.629512786865234
4,6.371036529541016,8.12289047241211,8.295600891113281,0.022238167002797127,15.310017585754395
0,18.484176635742188,13.486241340637207,14.283537864685059,4.359928131103516,13.211289405822754
4,4.275656223297119,4.140416622161865,3.565548896789551,-4.133716583251953,10.510581970214844
1,5.7096662521362305,23.78937530517578,7.083630561828613,13.010824203491211,6.075285911560059
3,7.5285234451293945,4.1335062980651855,10.315878868103027,13.517266273498535,10.53719711303711
3,4.307375907897949,5.992129802703857,11.599666595458984,11.791524887084961,3.8416411876678467
0,8.923357963562012,0.05557658150792122,5.438333511352539,4.47575569152832,3.9340522289276123
1,1.6060739755630493,14.747648239135742,12.51831340789795,1.9250131845474243,4.4024176597595215
4,4.888529300689697,1.474308729171753,11.491247177124023,5.4699835777282715,19.46564292907715
4,-1.278708577156067,6.9146952629089355,-3.376905679702759,5.570009231567383,15.80592155456543
1,-0.7184391617774963,14.900538444519043,0.19634458422660828,-3.9258744716644287,12.079397201538086
3,2.9973196983337402,11.069994926452637,-1.8864622116088867,16.145450592041016,3.02205491065979
3,-0.11401578038930893,6.7040276527404785,2.2487845420837402,12.8015775680542,1.8802375793457031
2,8.099051475524902,7.382472991943359,15.93704605102539,13.441006660461426,11.665450096130371
1,1.9372344017028809,14.576330184936523,6.159160614013672,0.5010380148887634,6.020991802215576
1,6.08032751083374,18.609569549560547,11.453951835632324,3.7634596824645996,6.491697311401367
1,2.6717495918273926,24.287288665771484,3.5745656490325928,1.7385886907577515,8.098299026489258
1,10.635892868041992,10.667909622192383,7.8994622230529785,4.047460079193115,8.061488151550293
1,10.350316047668457,10.649702072143555,6.637393951416016,5.304389953613281,7.479167461395264
1,4.756185531616211,11.748019218444824,9.674417495727539,6.500952243804932,-0.13524025678634644
2,1.2575982809066772,9.492910385131836,19.98940086364746,9.641851425170898,5.028018474578857
3,5.260793209075928,0.8957940936088562,8.796972274780273,10.275959968566895,4.4204421043396
0,6.5866007804870605,1.0254331827163696,2.296049118041992,6.0127081871032715,2.0509819984436035
1,1.2581160068511963,19.968093872070312,0.1925356686115265,-4.892253398895264,0.9970067739486694
3,-0.2946811616420746,-0.13196735084056854,1.4399054050445557,18.74454689025879,5.577568531036377
4,11.474187850952148,2.0334553718566895,4.34580135345459,-2.7507717609405518,21.383167266845703
3,1.5596569776535034,3.7646946907043457,0.6526399850845337,19.437110900878906,0.3552432060241699
2,-3.090561866760254,-0.2754412293434143,16.25245475769043,14.132914543151855,3.102679967880249
2,5.0321455001831055,8.017556190490723,9.662067413330078,8.060504913330078,2.7703235149383545
0,22.727861404418945,15.502982139587402,11.389471054077148,11.097128868103027,10.227764129638672
2,7.500948429107666,5.409608840942383,13.70969295501709,6.7531256675720215,5.908440113067627
0,16.256637573242188,0.7782289981842041,-1.0933336019515991,12.928940773010254,14.440550804138184
2,15.024007797241211,10.010232925415039,16.858928680419922,0.003825681284070015,0.9264355897903442
4,9.350357055664062,4.656418323516846,4.61155891418457,6.531320571899414,12.331944465637207
3,-0.799965500831604,-0.1735834926366806,-1.3007653951644897,10.798584938049316,1.102697491645813
