Prediction,Option0,Option1,Option2,Option3,Option4
2,7.180809497833252,8.788578033447266,11.556374549865723,5.18676233291626,2.5205423831939697
4,2.8628976345062256,3.7450385093688965,9.735152244567871,0.5185061693191528,21.094566345214844
4,13.782691955566406,15.404738426208496,3.0425539016723633,3.1091198921203613,17.864261627197266
1,14.926695823669434,19.102746963500977,13.901225090026855,7.431097030639648,17.949066162109375
0,21.347457885742188,12.431924819946289,20.95701789855957,4.120944023132324,12.450906753540039
2,12.90447998046875,9.662304878234863,19.35408592224121,15.594192504882812,6.851566314697266
2,13.864062309265137,14.862464904785156,19.79834747314453,16.333932876586914,-1.0408767461776733
0,19.87017250061035,8.950236320495605,10.437079429626465,10.020419120788574,12.20499038696289
3,11.215052604675293,12.731586456298828,13.722698211669922,19.915699005126953,6.258951187133789
3,6.461228847503662,10.239421844482422,3.9146149158477783,19.054670333862305,7.933297634124756
4,7.390049934387207,-3.6415538787841797,10.3401517868042,14.772233009338379,20.06295394897461
0,21.06121253967285,11.070030212402344,6.417788028717041,10.950886726379395,12.394620895385742
1,8.297471046447754,21.692665100097656,8.251214027404785,11.918389320373535,8.449183464050293
4,1.8836079835891724,6.66930627822876,14.256437301635742,8.733688354492188,29.69093132019043
1,4.352571964263916,18.06720733642578,7.883704662322998,17.856294631958008,12.735408782958984
1,5.972423076629639,13.192798614501953,7.589746475219727,9.978139877319336,5.123333930969238
4,7.918979167938232,8.215594291687012,8.974109649658203,9.594724655151367,15.683518409729004
4,8.697691917419434,13.69593620300293,1.3540583848953247,8.697691917419434,16.012237548828125
1,4.7940354347229,17.93712615966797,7.80756139755249,3.278850555419922,3.5254032611846924
2,11.480826377868652,8.105585098266602,19.276899337768555,6.583824157714844,9.910765647888184
1,1.763377070426941,18.718366622924805,3.935368061065674,1.396199345588684,12.712430000305176
4,4.999995231628418,14.753156661987305,8.928935050964355,8.679349899291992,21.71472930908203
2,11.93783950805664,13.445165634155273,14.752317428588867,6.589735984802246,11.651433944702148
1,10.38879680633545,21.95086097717285,11.646159172058105,6.513012886047363,6.573122501373291
1,10.272942543029785,14.649869918823242,7.835561275482178,6.407529830932617,7.846217632293701
2,15.244542121887207,6.908957004547119,21.982908248901367,7.249611854553223,10.71140193939209
2,2.8682122230529785,10.836423873901367,18.03337860107422,7.490334510803223,6.060032367706299
3,6.035940647125244,3.789544105529785,12.908987998962402,18.6208553314209,9.974128723144531
2,3.3235108852386475,12.132044792175293,17.75460433959961,14.610536575317383,11.899615287780762
3,15.396538734436035,12.932551383972168,11.426878929138184,23.4614200592041,10.295048713684082
3,4.568061828613281,8.452260971069336,5.734837532043457,17.35820198059082,6.582467079162598
2,6.556946277618408,11.328678131103516,23.939071655273438,9.789453506469727,7.001128196716309
1,0.9157989025115967,12.154670715332031,2.426614999771118,10.729565620422363,6.577420711517334
3,4.119902610778809,13.372525215148926,8.046392440795898,21.669795989990234,10.749584197998047
3,10.99948501586914,12.76274585723877,13.171222686767578,17.18421173095703,1.8011219501495361
1,2.157740831375122,17.387786865234375,10.628703117370605,14.31449031829834,3.2667839527130127
1,4.314955234527588,18.24824333190918,3.5558013916015625,10.75719928741455,1.479339361190796
0,21.84880828857422,6.6238250732421875,2.808067560195923,4.264616966247559,-0.05150005593895912
2,15.259699821472168,13.823465347290039,18.22504425048828,14.880194664001465,17.100095748901367
4,6.564895153045654,13.890493392944336,5.587526798248291,11.87024974822998,18.145700454711914
2,-1.8085887432098389,5.2126145362854,25.59558868408203,0.28130531311035156,6.786586284637451
0,26.14206886291504,10.541462898254395,8.377227783203125,11.39396858215332,6.318211078643799
3,16.77468490600586,12.391586303710938,8.898031234741211,17.027103424072266,7.814022064208984
2,4.9318342208862305,9.810669898986816,22.131921768188477,14.192103385925293,-2.479832887649536
4,5.539709568023682,7.160730361938477,10.115779876708984,2.5841574668884277,13.95995807647705
4,15.196489334106445,0.6279191374778748,12.055204391479492,-3.2746658325195312,15.44459056854248
1,11.168713569641113,26.035953521728516,21.266464233398438,15.68588638305664,16.295143127441406
1,10.717439651489258,17.702360153198242,4.153182506561279,1.4815112352371216,7.216667652130127
3,5.089827537536621,10.733427047729492,7.275393009185791,19.90311622619629,7.446508407592773
4,14.286998748779297,6.161963939666748,12.739856719970703,7.312476634979248,17.181665420532227
2,12.611631393432617,18.414264678955078,21.28790855407715,11.983312606811523,16.67745590209961
1,10.884840965270996,17.39089584350586,1.22623872756958,10.6447114944458,11.883235931396484
3,10.3961763381958,8.048404693603516,11.792423248291016,20.937427520751953,2.2235169410705566
4,8.939665794372559,16.4335880279541,7.695283889770508,9.827609062194824,19.492687225341797
1,11.799454689025879,21.031370162963867,11.105120658874512,7.008830547332764,11.446717262268066
3,19.86200714111328,16.069881439208984,14.054529190063477,20.643159866333008,14.197982788085938
1,4.0710859298706055,27.72613525390625,-0.2242404967546463,2.782886266708374,14.464289665222168
1,10.334590911865234,25.215585708618164,6.951421737670898,10.154560089111328,14.534537315368652
1,11.575222969055176,18.1828670501709,13.15966510772705,6.788290023803711,10.901461601257324
4,17.75082015991211,6.866067409515381,7.1023850440979,13.712130546569824,18.075687408447266
3,5.618475914001465,8.706804275512695,10.072684288024902,26.922828674316406,3.833852529525757
0,21.55896759033203,12.19256591796875,15.191837310791016,11.262685775756836,20.560279846191406
1,9.261838912963867,18.7247314453125,14.957446098327637,13.505724906921387,13.413803100585938
3,9.397871971130371,14.5713529586792,9.155098915100098,15.54714298248291,11.229973793029785
1,7.313144683837891,19.379859924316406,13.320900917053223,9.936092376708984,13.963339805603027
2,5.951279640197754,16.533857345581055,24.78683853149414,7.395745754241943,16.492305755615234
1,7.063025951385498,20.945804595947266,9.4618558883667,11.825193405151367,5.531758785247803
2,5.550465106964111,12.898236274719238,15.371623039245605,10.547197341918945,13.799102783203125
2,2.648256540298462,2.886516809463501,24.971101760864258,9.196538925170898,1.9030970335006714
1,18.952632904052734,23.275259017944336,10.160562515258789,19.1973819732666,6.03435754776001
2,12.095734596252441,4.356563568115234,17.62319564819336,5.456274509429932,2.7827460765838623
1,12.578254699707031,25.476980209350586,5.396706581115723,15.664800643920898,8.697530746459961
0,15.919524192810059,10.864643096923828,9.905200004577637,5.335140228271484,2.0413098335266113
1,12.260210990905762,17.088947296142578,5.025278091430664,10.423295974731445,7.084605693817139
3,9.13741683959961,12.629345893859863,12.642097473144531,15.233369827270508,11.430205345153809
0,23.98713493347168,7.85823392868042,5.3903117179870605,2.7022368907928467,8.027642250061035
1,14.187967300415039,19.3306941986084,14.76244831085205,11.908026695251465,12.564946174621582
1,14.021702766418457,20.70079803466797,3.4131038188934326,13.16097354888916,14.387216567993164
3,9.276659965515137,9.118334770202637,11.325377464294434,20.516162872314453,3.1518142223358154
1,18.140613555908203,20.38587760925293,1.504169225692749,3.080822229385376,9.680015563964844
1,11.773761749267578,20.221084594726562,14.042220115661621,16.1639404296875,7.55106782913208
4,11.22817611694336,7.013899326324463,7.1507768630981445,7.933570384979248,12.629812240600586
4,11.505009651184082,11.193537712097168,12.71906852722168,21.34450912475586,25.08786392211914
4,13.48631763458252,15.167461395263672,11.53123950958252,6.348204612731934,15.967930793762207
0,20.209646224975586,14.36961841583252,14.286099433898926,3.8063905239105225,15.6426420211792
4,10.06292724609375,6.059709548950195,-0.2910415828227997,6.668820858001709,11.804685592651367
1,11.723627090454102,28.41240119934082,16.199071884155273,18.75607681274414,9.636993408203125
2,11.269548416137695,14.50696086883545,21.45499610900879,19.122013092041016,14.884675025939941
2,2.626760244369507,5.362447261810303,20.82965087890625,14.751008987426758,9.05376148223877
2,10.350272178649902,6.579325199127197,11.101593971252441,8.742116928100586,6.56615686416626
1,10.804413795471191,17.33352279663086,13.238224983215332,6.660175800323486,9.928971290588379
2,8.22940731048584,11.566835403442383,16.650527954101562,7.633186340332031,15.680293083190918
4,3.0850155353546143,8.696662902832031,2.475569248199463,6.630098819732666,22.655447006225586
1,2.507377862930298,21.605850219726562,-0.5904837846755981,3.8687262535095215,8.382122039794922
3,4.956518173217773,22.306676864624023,12.431390762329102,24.975265502929688,3.145341634750366
3,7.1332292556762695,6.415670394897461,6.903707504272461,18.389156341552734,11.336968421936035
2,14.038899421691895,6.0707926750183105,18.84214973449707,14.159582138061523,14.265472412109375
1,1.7492164373397827,21.906267166137695,10.646647453308105,8.141231536865234,11.575181007385254
