Prediction,Option0,Option1,Option2,Option3,Option4
0,-56.89537811279297,-68.31196594238281,-69.85311126708984,-71.00096893310547,-66.5830307006836
4,-38.07301330566406,-36.938358306884766,-33.80386734008789,-35.917057037353516,-14.134591102600098
4,-55.69431686401367,-62.77666091918945,-70.51838684082031,-70.54804992675781,-50.23762130737305
1,-47.958404541015625,-43.14687728881836,-55.89606475830078,-56.06020736694336,-46.6335334777832
2,-55.05665969848633,-59.235050201416016,-41.878440856933594,-70.61441802978516,-59.706382751464844
3,-38.51670837402344,-40.874542236328125,-34.286888122558594,-31.273622512817383,-45.68227005004883
2,-73.7330551147461,-68.92916107177734,-63.818817138671875,-72.0413589477539,-80.0711898803711
0,-14.1304349899292,-32.7740478515625,-22.00961685180664,-28.555862426757812,-29.55508041381836
3,-37.55754852294922,-32.96476745605469,-33.88284683227539,-19.32569694519043,-41.657554626464844
3,-53.849674224853516,-49.789146423339844,-57.040496826171875,-37.931819915771484,-46.72608184814453
4,-20.642024993896484,-29.383373260498047,-18.455486297607422,-22.7601375579834,-7.013518333435059
0,-37.36665725708008,-46.764060974121094,-47.687625885009766,-48.675804138183594,-47.2008056640625
1,-41.96627426147461,-20.913772583007812,-41.542816162109375,-34.84644317626953,-30.601640701293945
4,-117.1033935546875,-108.44186401367188,-101.0772476196289,-104.60520935058594,-87.22454071044922
1,-32.78615188598633,-17.0261287689209,-28.3785343170166,-18.043983459472656,-19.978836059570312
4,-53.59796905517578,-52.34514236450195,-51.70532989501953,-54.8265266418457,-44.98860168457031
4,-53.80046463012695,-49.52843475341797,-47.38530349731445,-51.69581604003906,-36.043270111083984
1,-30.35269546508789,-25.59442901611328,-32.744014739990234,-27.975601196289062,-30.558942794799805
1,-53.012088775634766,-41.15122985839844,-55.01301574707031,-48.90388488769531,-52.28239059448242
2,-74.09227752685547,-68.01237487792969,-48.71787643432617,-79.41382598876953,-72.21187591552734
1,-43.13886642456055,-15.510629653930664,-39.57371520996094,-38.2972412109375,-30.054929733276367
1,-94.083984375,-85.89531707763672,-86.920166015625,-90.5704116821289,-86.54956817626953
2,-52.272178649902344,-59.14076614379883,-48.99440002441406,-60.44627380371094,-49.254661560058594
1,-61.5802116394043,-50.331668853759766,-53.99863052368164,-64.85371398925781,-72.07637023925781
1,-50.574737548828125,-31.113113403320312,-59.62159729003906,-51.95091247558594,-50.333316802978516
0,-35.33608627319336,-50.58378219604492,-38.72549057006836,-52.321224212646484,-42.32489776611328
2,-96.08177185058594,-86.23348999023438,-78.4417495727539,-85.93982696533203,-89.68351745605469
3,-84.73201751708984,-87.47897338867188,-81.08253479003906,-64.38128662109375,-86.49275970458984
4,-37.516700744628906,-32.98973083496094,-30.343921661376953,-32.6473503112793,-29.618227005004883
3,-96.41474914550781,-101.9693603515625,-98.25357818603516,-87.2880859375,-100.21753692626953
1,-44.75344467163086,-32.561798095703125,-40.317718505859375,-33.22308349609375,-41.56132888793945
2,-47.621009826660156,-41.5416259765625,-32.031856536865234,-42.85780715942383,-52.67263412475586
1,-76.14319610595703,-49.56369400024414,-71.1741714477539,-71.80416870117188,-78.33992004394531
3,-48.43829345703125,-46.36036682128906,-50.10251998901367,-38.2308235168457,-56.828643798828125
3,-35.85389709472656,-36.9067268371582,-38.609107971191406,-29.237131118774414,-49.98957824707031
1,-93.67887878417969,-73.1136474609375,-93.92329406738281,-93.17884063720703,-93.69563293457031
1,-35.317989349365234,-14.792688369750977,-28.800262451171875,-32.34096145629883,-37.05081558227539
0,-74.05480194091797,-93.02058410644531,-93.23482513427734,-93.81890869140625,-98.23522186279297
2,-43.6710090637207,-47.14806365966797,-34.403778076171875,-47.735633850097656,-44.24192428588867
4,-43.213401794433594,-43.68758010864258,-48.52602005004883,-36.22346878051758,-28.53933334350586
2,-76.48026275634766,-85.28026580810547,-57.698604583740234,-88.1650161743164,-77.82923126220703
0,-23.94218635559082,-49.54843521118164,-44.07831954956055,-38.86613464355469,-43.58163833618164
0,-64.36251831054688,-68.23143005371094,-80.55525207519531,-66.1996078491211,-74.13867950439453
2,-59.17695236206055,-50.49333190917969,-34.55192565917969,-51.27983474731445,-55.0215950012207
4,-26.46364974975586,-20.678606033325195,-17.275583267211914,-25.623920440673828,-13.870530128479004
4,-46.05069351196289,-55.54560470581055,-50.78110122680664,-58.788387298583984,-42.16696548461914
1,-49.714317321777344,-30.99197006225586,-47.3305549621582,-43.054229736328125,-47.318115234375
1,-55.973934173583984,-36.54773712158203,-53.35972595214844,-53.02151870727539,-50.38570022583008
3,-76.3763656616211,-68.09297180175781,-78.66008758544922,-53.83344268798828,-73.35030364990234
4,-30.69011878967285,-38.68678665161133,-36.11592483520508,-40.89663314819336,-26.364294052124023
1,-39.123565673828125,-27.911916732788086,-29.368606567382812,-39.42717361450195,-32.11962127685547
1,-49.04936218261719,-40.51266860961914,-53.69918441772461,-54.947532653808594,-46.360557556152344
1,-23.559722900390625,-17.352611541748047,-19.387245178222656,-18.081806182861328,-33.00855255126953
1,-49.542423248291016,-37.03802490234375,-55.51490020751953,-46.11275100708008,-46.803226470947266
1,-19.854045867919922,-15.586301803588867,-27.362192153930664,-28.69352912902832,-27.426700592041016
4,-70.5556640625,-68.50909423828125,-73.20386505126953,-67.5512924194336,-66.3861083984375
1,-71.5787124633789,-53.57487869262695,-72.04268646240234,-76.77987670898438,-64.95272064208984
1,-28.592100143432617,-12.490086555480957,-37.46270751953125,-24.637218475341797,-32.013710021972656
1,-60.06403350830078,-44.0549201965332,-54.563865661621094,-61.358455657958984,-60.988792419433594
4,-58.81816101074219,-63.176326751708984,-61.44361877441406,-59.511619567871094,-52.49223709106445
3,-33.82636260986328,-29.783315658569336,-27.22563362121582,-10.855998992919922,-32.1845703125
4,-86.04619598388672,-95.06848907470703,-100.0525131225586,-99.42031860351562,-84.7288589477539
1,-26.522499084472656,-25.953359603881836,-34.6156005859375,-32.77576446533203,-32.8068962097168
1,-56.869564056396484,-43.83393478393555,-52.71843719482422,-48.09590530395508,-58.262454986572266
1,-68.66944885253906,-57.37969207763672,-62.548370361328125,-66.38877868652344,-61.70793914794922
2,-77.37736511230469,-56.85826110839844,-48.93543243408203,-79.73273468017578,-63.432613372802734
1,-45.46945571899414,-28.690643310546875,-49.786678314208984,-51.39931869506836,-41.28948211669922
2,-66.23612213134766,-58.816612243652344,-47.45599365234375,-60.306800842285156,-59.32992172241211
2,-78.8436050415039,-75.8187026977539,-53.51899337768555,-76.56487274169922,-77.74151611328125
0,-32.00297546386719,-34.975128173828125,-44.018409729003906,-39.064697265625,-48.53005599975586
2,-29.138404846191406,-42.54274368286133,-23.44400405883789,-42.173370361328125,-29.404638290405273
1,-44.5778923034668,-29.14991569519043,-55.60642623901367,-35.38289260864258,-39.41490173339844
0,-46.843387603759766,-60.20810317993164,-59.26253890991211,-62.4085693359375,-58.40720748901367
1,-71.62165832519531,-63.166168212890625,-75.84664916992188,-81.40589904785156,-76.63616943359375
3,-43.511837005615234,-45.799861907958984,-42.195316314697266,-25.047401428222656,-41.439422607421875
0,-26.82187271118164,-60.46562194824219,-58.913883209228516,-59.00220489501953,-54.35329055786133
